@RELATION campuslens_complaints_v2

@ATTRIBUTE complaint STRING
@ATTRIBUTE facility_type {academic,lab,library,food,hostel,office,common,outdoor,utility,sports}
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE occupancy NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE impact NUMERIC
@ATTRIBUTE category {Network,Infrastructure,Cleanliness,Canteen,Electrical,Lab_Equipment,Water,Other}

@DATA
'for the second time this week the device driver is missing from the workstation in cr102 laboratory equipment availability is affected after normal troubleshooting was attempted at 17:11 case 1058',academic,17,53,53,2,Lab_Equipment
'today we noticed that seating capacity is insufficient during the meal break in backstage without any warning notice after normal troubleshooting was attempted at 10:12 case 1061',common,10,61,63,3,Canteen
'a repeated observation is that the wash area needs urgent sanitation in ece-202 after normal troubleshooting was attempted and the condition has become more frequent at 16:24 case 1063',lab,16,73,84,2,Cleanliness
'students report that several desks have loose or damaged fittings in ece-202 and the condition has become more frequent and several students are affected at 12:12 case 1064',lab,12,81,66,4,Infrastructure
'a repeated observation is that the display cable and wall port need repair in cr101 and the condition has become more frequent and staff assistance has been requested at 11:08 case 1065',academic,11,83,30,5,Infrastructure
'during the latest session lights flicker repeatedly during use in cl22-a the electrical supply needs inspection while another campus service remains normal at 17:15 case 1066',lab,17,63,68,5,Electrical
'today we noticed that charging points are unavailable in digital area the electrical supply needs inspection during a regular teaching period at 9:34 case 1068',library,9,78,76,1,Electrical
'staff were informed that a tap continues running after it is closed in g2 the water service needs attention during a regular teaching period at 14:51 case 1069',academic,14,60,59,4,Water
'an urgent maintenance check is needed because signage for the room is missing in g6 during a regular teaching period and the issue lasts more than ten minutes at 14:21 case 1070',academic,14,69,63,4,Infrastructure
'an urgent maintenance check is needed because the filtration unit shows a service warning in cl22-b the water service needs attention and the condition has become more frequent at 11:54 case 1072',lab,11,43,85,4,Water
'during the latest session students cannot authenticate to the wireless network in dining hall the network service is affected without any warning notice at 15:25 case 1074',food,15,40,70,2,Network
'for the second time this week order processing has stopped at one counter in gh corridor 1 while another campus service remains normal and it interrupts scheduled teaching at 13:59 case 1075',hostel,13,67,45,3,Canteen
'staff were informed that dust and litter remain around the workstations in washroom g this is a hygiene and cleanliness concern and the condition has become more frequent at 9:49 case 1077',utility,9,81,61,4,Cleanliness
'today we noticed that ceiling plaster appears loose near the entrance in ece-201 the physical infrastructure needs attention while the area is moderately occupied at 9:10 case 1078',lab,9,71,66,3,Infrastructure
'today we noticed that charging points are unavailable in h5 corridor 2 and staff assistance has been requested near the main entrance to the space at 17:22 case 1079',hostel,17,63,68,3,Electrical
'a repeated observation is that the wash area needs urgent sanitation in h4 corridor 2 this is a hygiene and cleanliness concern and staff assistance has been requested at 10:40 case 1080',hostel,10,68,40,2,Cleanliness
'today we noticed that multiple computers show storage errors in ece-201 and several students are affected although nearby rooms remain usable at 18:03 case 1081',lab,18,67,70,3,Lab_Equipment
'for the second time this week the cleaning schedule appears to have been missed in reading hall and it interrupts scheduled teaching after normal troubleshooting was attempted at 11:10 case 1082',library,11,48,69,2,Cleanliness
'staff were informed that billing and collection lines are merging into one queue in ece-202 and the issue lasts more than ten minutes and staff assistance has been requested at 9:01 case 1083',lab,9,69,52,3,Canteen
'for the second time this week the help desk is closed during published hours in security post and it interrupts scheduled teaching and the condition has become more frequent at 9:21 case 1084',outdoor,9,34,59,3,Other
'students report that water is leaking into the walking area in student parking the water service needs attention although nearby rooms remain usable at 9:02 case 1085',outdoor,9,50,57,1,Water
'students report that the wifi signal is unstable for several devices in cs1 during a regular teaching period although nearby rooms remain usable at 8:28 case 1086',academic,8,77,63,1,Network
